anio,mes,sentido,total_veh_pagan,total_veh_exon,total_veh_eva
"2019","1","1","4252","32","1"
"2019","1","0","2517","7","3"
"2019","1","1","1515","10","0"
"2019","1","0","1251","1","0"
"2019","1","0","1946","19","0"
"2019","1","0","3612","5","0"
"2019","1","1","2761","6","0"
"2019","1","0","3038","21","0"
"2019","1","1","2418","20","0"
"2019","1","0","5018","15","0"
"2019","1","1","4630","27","0"
"2019","1","0","3700","21","0"
"2019","1","0","7162","38","0"
"2019","1","1","5428","36","0"
"2019","1","0","2589","19","0"
"2019","1","1","2500","19","0"
"2019","1","0","8874","99","0"
"2019","1","1","6568","91","0"
"2019","1","0","19775","120","0"
"2019","1","0","4829","45","0"
"2019","1","1","4689","46","0"
"2019","1","0","382","2","0"
"2019","1","1","0","0","0"
"2019","1","0","1625","14","0"
"2019","1","0","561","1","0"
"2019","1","0","656","12","0"
"2019","1","0","1012","17","0"
"2019","1","0","1162","11","0"
"2019","1","0","5112","33","0"
"2019","1","1","5382","33","0"
"2019","1","0","1440","5","0"
"2019","1","0","2572","11","0"
"2019","1","1","2571","14","0"
"2019","1","0","2904","25","0"
"2019","1","1","3151","20","0"
"2019","1","0","1130","5","0"
"2019","1","1","994","6","0"
"2019","1","0","427","3","0"
"2019","1","1","367","4","0"
"2019","1","0","369","3","0"
"2019","1","1","288","3","0"
"2019","1","0","616","5","0"
"2019","1","1","527","6","0"
"2019","1","0","663","3","0"
"2019","1","1","698","2","0"
"2019","1","2","575","0","0"
"2019","1","0","252","0","0"
"2019","1","1","323","0","0"
"2019","1","2","837","18","0"
"2019","1","0","412","6","0"
"2019","1","1","425","12","0"
"2019","1","2","282","9","0"
"2019","1","0","146","4","0"
"2019","1","1","136","5","0"
"2019","1","2","1209","7","0"
"2019","1","0","631","4","0"
"2019","1","1","578","3","0"
"2019","1","0","253","6","0"
"2019","1","1","224","5","0"
"2019","1","0","541","8","0"
"2019","1","1","558","7","0"
"2019","1","0","263","15","0"
"2019","1","1","256","14","0"
"2019","1","0","3187","12","1"
"2019","1","1","3251","7","0"
"2019","1","0","302","1","0"
"2019","1","1","1781","1","0"
"2019","1","0","2320","0","0"
"2019","1","1","3741","1","0"
"2019","1","0","459","3","0"
"2019","1","1","473","3","0"
"2019","1","0","2058","1","0"
"2019","1","1","2011","5","0"
"2019","1","0","1278","8","0"
"2019","1","1","1100","9","0"
"2019","1","0","2931","6","0"
"2019","1","1","5895","9","0"
"2019","1","0","446","15","0"
"2019","1","1","473","14","0"
"2019","1","0","1519","7","0"
"2019","1","1","1410","6","0"
"2019","1","0","0","3294","0"
"2019","1","0","322","23","0"
"2019","1","1","295","18","0"
"2019","1","0","614","18","0"
"2019","1","1","768","16","0"
"2019","1","0","2018","8","0"
"2019","1","1","2370","8","0"
"2019","1","0","596","10","0"
"2019","1","1","0","677","0"
"2019","1","0","575","8","0"
"2019","1","1","711","8","0"
"2019","1","0","449","1","0"
"2019","1","1","453","1","0"
"2019","1","0","0","1148","0"
"2019","1","1","1226","18","0"
"2019","1","0","167","7","0"
"2019","1","1","212","5","0"
"2019","1","0","2102","18","0"
"2019","1","1","2276","16","0"
"2019","1","0","2999","24","0"
"2019","1","1","3845","22","0"
"2019","1","0","1771","7","1"
"2019","1","1","2157","5","2"
"2019","1","0","1217","5","0"
"2019","1","0","2512","13","0"
"2019","1","0","2772","6","0"
"2019","1","1","3477","9","0"
"2019","1","0","2517","9","0"
"2019","1","1","2817","16","0"
"2019","1","0","4225","18","0"
"2019","1","1","4285","29","0"
"2019","1","0","3441","23","0"
"2019","1","0","5324","24","0"
"2019","1","1","6647","29","0"
"2019","1","0","1456","16","0"
"2019","1","1","1598","17","0"
"2019","1","0","8567","76","0"
"2019","1","1","10958","93","0"
"2019","1","0","10956","84","0"
"2019","1","0","3848","45","0"
"2019","1","1","6958","55","0"
"2019","1","0","336","2","0"
"2019","1","1","0","4","0"
"2019","1","0","3617","8","0"
"2019","1","0","714","3","0"
"2019","1","0","739","23","0"
"2019","1","0","845","8","0"
"2019","1","0","1446","11","0"
"2019","1","0","4648","46","0"
"2019","1","1","4800","30","0"
"2019","1","0","1737","6","0"
"2019","1","0","2663","11","0"
"2019","1","1","2580","8","0"
"2019","1","0","4003","36","0"
"2019","1","1","3929","35","0"
"2019","1","0","1012","9","0"
"2019","1","1","924","9","0"
"2019","1","0","521","7","0"
"2019","1","1","335","4","0"
"2019","1","0","258","1","0"
"2019","1","1","236","1","0"
"2019","1","0","517","8","0"
"2019","1","1","485","7","0"
"2019","1","0","667","2","0"
"2019","1","1","663","3","0"
"2019","1","2","622","0","0"
"2019","1","0","324","0","0"
"2019","1","1","298","0","0"
"2019","1","2","776","18","0"
"2019","1","0","405","12","0"
"2019","1","1","371","6","0"
"2019","1","2","263","9","0"
"2019","1","0","142","6","0"
"2019","1","1","121","3","0"
"2019","1","2","1451","14","0"
"2019","1","0","701","5","0"
"2019","1","1","750","9","0"
"2019","1","0","192","9","0"
"2019","1","1","192","9","0"
"2019","1","0","610","16","0"
"2019","1","1","581","17","0"
"2019","1","0","236","12","0"
"2019","1","1","251","14","0"
"2019","1","0","4157","39","5"
"2019","1","1","3890","37","1"
"2019","1","0","293","1","0"
"2019","1","1","1271","1","0"
"2019","1","0","1507","1","0"
"2019","1","1","1994","2","0"
"2019","1","0","477","4","0"
"2019","1","1","360","3","0"
"2019","1","0","2008","3","0"
"2019","1","1","1831","5","0"
"2019","1","0","1216","12","2"
"2019","1","1","1087","12","0"
"2019","1","0","2945","6","0"
"2019","1","1","3490","6","0"
"2019","1","0","361","9","0"
"2019","1","1","382","11","0"
"2019","1","0","1452","5","0"
"2019","1","1","1471","4","0"
"2019","1","0","0","4172","0"
"2019","1","0","356","23","0"
"2019","1","1","308","19","0"
"2019","1","0","663","8","0"
"2019","1","1","604","14","0"
"2019","1","0","1752","16","0"
"2019","1","1","1801","18","0"
"2019","1","0","533","14","0"
"2019","1","1","0","495","0"
"2019","1","0","581","4","0"
"2019","1","1","579","10","0"
"2019","1","0","573","7","0"
"2019","1","1","511","12","0"
"2019","1","0","0","1125","0"
"2019","1","1","1088","15","0"
"2019","1","0","235","2","0"
"2019","1","1","220","1","0"
"2019","1","0","1954","16","0"
"2019","1","1","2164","21","0"
"2019","1","0","3721","21","0"
"2019","1","1","3469","27","0"
"2019","1","0","1771","10","0"
"2019","1","1","1953","11","0"
"2019","1","0","1129","3","0"
"2019","1","0","1990","22","0"
"2019","1","0","2172","12","0"
"2019","1","1","2774","8","0"
"2019","1","0","1792","24","0"
"2019","1","1","2442","20","0"
"2019","1","0","4023","24","0"
"2019","1","1","4629","25","0"
"2019","1","0","2601","32","0"
"2019","1","0","4504","40","0"
"2019","1","1","5254","36","0"
"2019","1","0","2275","21","0"
"2019","1","1","2261","24","0"
"2019","1","0","5364","111","0"
"2019","1","1","6036","106","0"
"2019","1","0","7747","51","0"
"2019","1","0","3435","48","0"
"2019","1","1","4231","43","0"
"2019","1","0","316","7","0"
"2019","1","1","0","6","0"
"2019","1","0","1650","4","0"
"2019","1","0","649","3","0"
"2019","1","0","715","14","0"
"2019","1","0","887","17","0"
"2019","1","0","1375","14","0"
"2019","1","0","4851","52","0"
"2019","1","1","4778","34","0"
"2019","1","0","1610","5","0"
"2019","1","0","2739","13","0"
"2019","1","1","2783","10","0"
"2019","1","0","3908","35","0"
"2019","1","1","3855","30","0"
"2019","1","0","810","7","0"
"2019","1","1","891","9","0"
"2019","1","0","315","4","0"
"2019","1","1","359","5","0"
"2019","1","0","208","5","0"
"2019","1","1","265","4","0"
"2019","1","0","468","9","0"
"2019","1","1","565","11","0"
"2019","1","0","644","3","0"
"2019","1","1","625","3","0"
"2019","1","2","642","0","0"
"2019","1","0","331","0","0"
"2019","1","1","311","0","0"
"2019","1","2","803","20","0"
"2019","1","0","401","8","0"
"2019","1","1","402","12","0"
"2019","1","2","277","8","0"
"2019","1","0","138","3","0"
"2019","1","1","139","5","0"
"2019","1","2","1438","10","0"
"2019","1","0","716","7","0"
"2019","1","1","722","3","0"
"2019","1","0","217","9","0"
"2019","1","1","197","8","0"
"2019","1","0","539","12","0"
"2019","1","1","484","10","0"
"2019","1","0","271","10","0"
"2019","1","1","247","9","0"
"2019","1","0","3125","38","0"
"2019","1","1","3059","34","0"
"2019","1","0","670","1","0"
"2019","1","1","716","1","0"
"2019","1","0","1441","2","0"
"2019","1","1","1452","3","0"
"2019","1","0","455","1","1"
"2019","1","1","456","1","0"
"2019","1","0","1736","2","0"
"2019","1","1","1999","0","0"
"2019","1","0","1094","7","1"
"2019","1","1","1081","6","0"
"2019","1","0","3029","5","0"
"2019","1","1","2881","6","0"
"2019","1","0","413","10","0"
"2019","1","1","387","7","0"
"2019","1","0","1457","7","0"
"2019","1","1","1467","9","0"
"2019","1","0","0","3773","0"
"2019","1","0","351","19","0"
"2019","1","1","359","22","0"
"2019","1","0","711","13","0"
"2019","1","1","580","10","0"
"2019","1","0","1747","9","0"
"2019","1","1","1793","8","0"
"2019","1","0","554","8","0"
"2019","1","1","0","561","0"
"2019","1","0","675","13","0"
"2019","1","1","567","9","0"
"2019","1","0","522","6","0"
"2019","1","1","533","3","0"
"2019","1","0","0","1167","0"
"2019","1","1","1108","16","0"
"2019","1","0","221","8","0"
"2019","1","1","191","3","0"
"2019","1","0","2355","22","0"
"2019","1","1","2096","20","0"
"2019","1","0","3718","20","0"
"2019","1","1","3314","16","1"
"2019","1","0","1887","18","0"
"2019","1","1","1754","17","1"
"2019","1","0","1141","2","0"
"2019","1","0","1646","18","0"
"2019","1","0","2827","14","0"
"2019","1","1","2811","11","0"
"2019","1","0","2601","22","0"
"2019","1","1","2592","20","0"
"2019","1","0","4511","20","0"
"2019","1","1","4606","38","0"
"2019","1","0","3275","23","0"
"2019","1","0","5199","47","0"
"2019","1","1","5122","43","0"
"2019","1","0","2772","27","0"
"2019","1","1","2582","22","0"
"2019","1","0","5207","113","0"
"2019","1","1","5257","104","0"
"2019","1","0","7979","55","0"
"2019","1","0","3920","38","0"
"2019","1","1","4303","50","0"
"2019","1","0","325","5","0"
"2019","1","1","0","5","0"
"2019","1","0","1401","14","0"
"2019","1","0","648","6","0"
"2019","1","0","722","15","0"
"2019","1","0","896","17","0"
"2019","1","0","1477","15","0"
"2019","1","0","4676","45","0"
"2019","1","1","4783","43","0"
"2019","1","0","1630","8","0"
"2019","1","0","2670","15","0"
"2019","1","1","2723","15","0"
"2019","1","0","3885","38","0"
"2019","1","1","3891","28","0"
"2019","1","0","868","2","0"
"2019","1","1","904","6","0"
"2019","1","0","363","4","0"
"2019","1","1","410","3","0"
"2019","1","0","376","2","0"
"2019","1","1","286","5","0"
"2019","1","0","551","8","0"
"2019","1","1","544","7","0"
"2019","1","0","662","4","0"
"2019","1","1","663","5","0"
"2019","1","2","624","0","0"
"2019","1","0","311","0","0"
"2019","1","1","313","0","0"
"2019","1","2","726","15","0"
"2019","1","0","369","9","0"
"2019","1","1","357","6","0"
"2019","1","2","304","7","0"
"2019","1","0","148","4","0"
"2019","1","1","156","3","0"
"2019","1","2","1334","13","0"
"2019","1","0","667","5","0"
"2019","1","1","667","8","0"
"2019","1","0","220","8","0"
"2019","1","1","237","7","0"
"2019","1","0","550","14","0"
"2019","1","1","542","15","0"
"2019","1","0","243","9","0"
"2019","1","1","288","9","0"
"2019","1","0","3239","29","1"
"2019","1","1","3210","26","1"
"2019","1","0","671","2","0"
"2019","1","1","656","1","0"
"2019","1","0","1321","1","0"
"2019","1","1","1417","2","0"
"2019","1","0","430","4","1"
"2019","1","1","446","3","0"
"2019","1","0","1801","6","0"
"2019","1","1","1962","6","0"
"2019","1","0","1151","6","0"
"2019","1","1","1058","10","0"
"2019","1","0","2848","7","0"
"2019","1","1","2998","6","0"
"2019","1","0","443","10","0"
"2019","1","1","392","14","0"
"2019","1","0","1470","9","0"
"2019","1","1","1416","10","0"
"2019","1","0","0","3965","0"
"2019","1","0","426","16","0"
"2019","1","1","380","19","0"
"2019","1","0","612","18","0"
"2019","1","1","683","20","0"
"2019","1","0","1790","21","0"
"2019","1","1","1789","18","0"
"2019","1","0","582","13","0"
"2019","1","1","0","631","0"
"2019","1","0","578","8","0"
"2019","1","1","611","9","0"
"2019","1","0","537","3","0"
"2019","1","1","550","0","0"
"2019","1","0","0","1166","0"
"2019","1","1","1137","20","0"
"2019","1","0","190","4","0"
"2019","1","1","206","5","0"
"2019","1","0","2331","13","0"
"2019","1","1","2140","10","0"
"2019","1","0","3636","25","0"
"2019","1","1","3587","23","0"
"2019","1","0","1864","12","0"
"2019","1","1","1944","12","0"
"2019","1","0","1107","3","0"
"2019","1","0","2011","17","0"
"2019","1","0","2779","9","0"
"2019","1","1","2841","9","0"
"2019","1","0","2576","20","0"
"2019","1","1","2656","18","0"
"2019","1","0","4568","15","0"
"2019","1","1","4567","29","0"
"2019","1","0","3340","27","0"
"2019","1","0","5149","41","0"
"2019","1","1","5314","41","0"
"2019","1","0","2706","18","0"
"2019","1","1","2569","21","0"
"2019","1","0","5231","101","0"
"2019","1","1","5319","105","0"
"2019","1","0","8618","58","0"
"2019","1","0","4030","41","0"
"2019","1","1","4452","41","0"
"2019","1","0","314","5","0"
"2019","1","1","0","5","0"
"2019","1","0","1563","5","0"
"2019","1","0","629","6","0"
"2019","1","0","702","19","0"
"2019","1","0","783","13","0"
"2019","1","0","1514","15","0"
"2019","1","0","4979","50","0"
"2019","1","1","4969","41","0"
"2019","1","0","1778","12","0"
"2019","1","0","2904","16","0"
"2019","1","1","2987","14","0"
"2019","1","0","3928","30","0"
"2019","1","1","3856","16","0"
"2019","1","0","918","7","0"
"2019","1","1","851","5","0"
"2019","1","0","494","2","0"
"2019","1","1","405","4","0"
"2019","1","0","327","3","0"
"2019","1","1","300","3","0"
"2019","1","0","586","13","0"
"2019","1","1","465","12","0"
"2019","1","0","684","3","0"
"2019","1","1","677","1","0"
"2019","1","2","582","0","0"
"2019","1","0","266","0","0"
"2019","1","1","316","0","0"
"2019","1","2","854","8","0"
"2019","1","0","421","2","0"
"2019","1","1","433","6","0"
"2019","1","2","311","9","0"
"2019","1","0","156","3","0"
"2019","1","1","155","6","0"
"2019","1","2","1332","15","0"
"2019","1","0","678","11","0"
"2019","1","1","654","4","0"
"2019","1","0","252","10","0"
"2019","1","1","217","8","0"
"2019","1","0","607","7","0"
"2019","1","1","592","8","0"
"2019","1","0","287","15","0"
"2019","1","1","262","15","0"
"2019","1","0","3488","50","0"
"2019","1","1","3366","48","0"
"2019","1","0","790","0","0"
"2019","1","1","780","0","0"
"2019","1","0","1369","0","0"
"2019","1","1","1321","0","0"
"2019","1","0","416","1","0"
"2019","1","1","479","1","1"
"2019","1","0","1954","6","0"
"2019","1","1","2105","2","0"
"2019","1","0","1211","15","1"
"2019","1","1","1163","12","1"
"2019","1","0","2885","0","0"
"2019","1","1","3043","0","0"
"2019","1","0","312","6","0"
"2019","1","1","354","6","0"
"2019","1","0","1219","5","0"
"2019","1","1","1069","4","0"
"2019","1","0","0","3271","0"
"2019","1","0","290","24","0"
"2019","1","1","275","22","0"
"2019","1","0","555","10","0"
"2019","1","1","434","5","0"
"2019","1","0","1511","14","0"
"2019","1","1","1601","11","0"
"2019","1","0","436","10","0"
"2019","1","1","0","449","0"
"2019","1","0","424","6","0"
"2019","1","1","432","4","0"
"2019","1","0","426","7","0"
"2019","1","1","457","6","0"
"2019","1","0","0","947","0"
"2019","1","1","969","10","0"
"2019","1","0","192","0","0"
"2019","1","1","226","0","0"
"2019","1","0","1903","16","0"
"2019","1","1","2378","17","0"
"2019","1","0","3592","21","0"
"2019","1","1","3043","15","0"
"2019","1","0","1774","10","1"
"2019","1","1","1832","4","2"
"2019","1","0","1076","0","0"
"2019","1","0","1634","16","0"
"2019","1","0","2953","12","0"
"2019","1","1","2908","10","0"
"2019","1","0","2697","24","0"
"2019","1","1","2661","22","0"
"2019","1","0","4672","21","0"
"2019","1","1","4660","32","0"
"2019","1","0","3389","27","0"
"2019","1","0","5596","50","0"
"2019","1","1","5474","45","0"
"2019","1","0","3110","25","0"
"2019","1","1","3017","19","0"
"2019","1","0","5626","124","0"
"2019","1","1","5586","116","0"
"2019","1","0","10188","76","0"
"2019","1","0","4133","51","0"
"2019","1","1","4536","47","0"
"2019","1","0","303","4","0"
"2019","1","1","0","4","0"
"2019","1","0","1716","11","0"
"2019","1","0","716","6","0"
"2019","1","0","809","11","0"
"2019","1","0","930","24","0"
"2019","2","1","3066","20","0"
"2019","2","0","1632","8","0"
"2019","2","0","5359","55","0"
"2019","2","1","5287","46","0"
"2019","2","0","1856","5","0"
"2019","2","0","3098","8","0"
"2019","2","1","3029","5","0"
"2019","2","0","4180","31","0"
"2019","2","1","4038","25","0"
"2019","2","0","1118","8","0"
"2019","2","1","963","8","0"
"2019","2","0","472","11","0"
"2019","2","1","404","12","0"
"2019","2","0","367","5","0"
"2019","2","1","332","4","0"
"2019","2","0","590","14","0"
"2019","2","1","573","13","0"
"2019","2","0","693","6","0"
"2019","2","1","708","8","0"
"2019","2","2","668","0","0"
"2019","2","0","347","0","0"
"2019","2","1","321","0","0"
"2019","2","2","752","22","0"
"2019","2","0","374","15","0"
"2019","2","1","378","7","0"
"2019","2","2","312","6","0"
"2019","2","0","153","6","0"
"2019","2","1","159","0","0"
"2019","2","2","1322","9","0"
"2019","2","0","670","2","0"
"2019","2","1","652","7","0"
"2019","2","0","292","9","0"
"2019","2","1","298","10","0"
"2019","2","0","596","21","0"
"2019","2","1","662","22","0"
"2019","2","0","280","11","0"
"2019","2","1","257","13","0"
"2019","2","0","546","6","0"
"2019","2","0","3728","80","0"
"2019","2","1","3662","75","2"
"2019","2","1","520","6","0"
"2019","2","0","868","6","0"
"2019","2","1","813","7","0"
"2019","2","0","2287","0","0"
"2019","2","1","1343","0","0"
"2019","2","0","2040","3","0"
"2019","2","1","2121","1","0"
"2019","2","0","1223","9","1"
"2019","2","1","1308","7","1"
"2019","2","0","3740","38","0"
"2019","2","0","542","15","0"
"2019","2","1","602","14","0"
"2019","2","0","1808","12","0"
"2019","2","1","1831","10","0"
"2019","2","0","0","5017","0"
"2019","2","0","475","30","0"
"2019","2","1","368","29","0"
"2019","2","0","883","15","0"
"2019","2","1","931","18","0"
"2019","2","0","2422","31","0"
"2019","2","1","2146","26","0"
"2019","2","0","765","16","0"
"2019","2","1","0","833","0"
"2019","2","0","911","6","0"
"2019","2","1","843","7","0"
"2019","2","0","617","6","0"
"2019","2","1","665","7","0"
"2019","2","0","0","1466","0"
"2019","2","1","1412","18","0"
"2019","2","0","201","8","0"
"2019","2","1","210","6","0"
"2019","2","0","2462","19","0"
"2019","2","1","2413","19","0"
"2019","2","0","3761","25","0"
"2019","2","1","4494","25","1"
"2019","2","0","2479","17","1"
"2019","2","1","1953","11","1"
"2019","2","0","1154","5","0"
"2019","2","0","1503","15","0"
"2019","2","0","3217","9","0"
"2019","2","1","2867","8","0"
"2019","2","0","2928","23","0"
"2019","2","1","2638","25","0"
"2019","2","0","4931","14","0"
"2019","2","1","4590","30","0"
"2019","2","0","3713","25","0"
"2019","2","0","6000","42","0"
"2019","2","1","5395","40","0"
"2019","2","0","2747","27","0"
"2019","2","0","2735","23","0"
"2019","2","0","6549","33","0"
"2019","2","1","5602","32","0"
"2019","2","0","22098","93","0"
"2019","2","0","4603","55","0"
"2019","2","1","4848","53","0"
"2019","2","0","0","4","0"
"2019","2","1","0","6","0"
"2019","2","0","1636","6","0"
"2019","2","0","766","8","0"
"2019","2","0","853","28","0"
"2019","2","0","1054","26","0"
"2019","2","0","1326","5","0"
"2019","2","0","1736","14","0"
"2019","2","1","5825","23","0"
"2019","2","0","1537","10","0"
"2019","2","0","5673","47","0"
"2019","2","1","5346","34","0"
"2019","2","0","1588","7","0"
"2019","2","0","3027","15","0"
"2019","2","1","3168","6","0"
"2019","2","0","4044","21","0"
"2019","2","1","3945","21","0"
"2019","2","0","1075","6","0"
"2019","2","1","1140","7","0"
"2019","2","0","390","3","0"
"2019","2","1","394","4","0"
"2019","2","0","286","2","0"
"2019","2","1","281","3","0"
"2019","2","0","486","8","0"
"2019","2","1","495","10","0"
"2019","2","0","644","5","0"
"2019","2","1","692","3","0"
"2019","2","2","581","0","0"
"2019","2","0","302","0","0"
"2019","2","1","279","0","0"
"2019","2","2","886","19","0"
"2019","2","0","435","6","0"
"2019","2","1","451","13","0"
"2019","2","2","319","17","0"
"2019","2","0","167","7","0"
"2019","2","1","152","10","0"
"2019","2","2","1415","8","0"
"2019","2","0","714","4","0"
"2019","2","1","701","4","0"
"2019","2","0","226","4","0"
"2019","2","1","227","5","0"
"2019","2","0","506","17","0"
"2019","2","1","488","14","0"
"2019","2","0","255","15","0"
"2019","2","1","251","13","0"
"2019","2","0","510","1","0"
"2019","2","0","3752","16","0"
"2019","2","1","441","1","0"
"2019","2","1","3466","20","1"
"2019","2","0","1269","6","0"
"2019","2","1","1188","4","0"
"2019","2","0","3145","1","0"
"2019","2","1","1663","1","0"
"2019","2","0","1986","3","0"
"2019","2","1","1989","0","0"
"2019","2","0","1214","7","1"
"2019","2","1","1174","8","0"
"2019","2","0","4317","30","0"
"2019","2","0","417","12","0"
"2019","2","1","447","9","0"
"2019","2","0","1398","6","0"
"2019","2","1","1434","7","0"
"2019","2","0","0","4350","0"
"2019","2","0","319","16","0"
"2019","2","1","302","15","0"
"2019","2","0","594","19","0"
"2019","2","1","622","15","0"
"2019","2","0","2168","32","0"
"2019","2","1","1832","34","0"
"2019","2","0","609","9","0"
"2019","2","1","0","627","0"
"2019","2","0","576","13","0"
"2019","2","1","593","12","0"
"2019","2","0","537","4","0"
"2019","2","1","533","4","0"
"2019","2","0","0","1274","0"
"2019","2","1","1183","18","0"
"2019","2","0","203","4","0"
"2019","2","1","173","1","0"
"2019","2","0","2186","16","0"
"2019","2","1","2159","12","0"
"2019","2","0","3415","30","0"
"2019","2","1","3321","23","0"
"2019","2","0","1926","8","0"
"2019","2","1","1580","14","0"
"2019","2","0","1260","3","0"
"2019","2","0","1740","15","0"
"2019","2","0","3746","13","0"
"2019","2","1","2872","12","0"
"2019","2","0","2994","22","0"
"2019","2","1","2462","21","0"
"2019","2","0","4978","12","0"
"2019","2","1","4483","30","0"
"2019","2","0","3725","25","0"
"2019","2","0","7181","36","0"
"2019","2","1","5423","35","0"
"2019","2","0","2468","16","0"
"2019","2","0","2420","15","0"
"2019","2","0","9117","40","0"
"2019","2","1","6672","31","0"
"2019","2","0","20270","125","0"
"2019","2","0","4851","41","0"
"2019","2","1","4550","47","0"
"2019","2","0","0","8","0"
"2019","2","1","0","4","0"
"2019","2","0","1788","3","0"
"2019","2","0","907","8","0"
"2019","2","0","1016","24","0"
"2019","2","0","1009","17","0"
"2019","2","1","3465","20","0"
"2019","2","0","1290","10","0"
"2019","2","0","5170","37","0"
"2019","2","1","5393","34","0"
"2019","2","0","1580","4","0"
"2019","2","0","2696","8","0"
"2019","2","1","2483","11","0"
"2019","2","0","2972","25","0"
"2019","2","1","3160","29","0"
"2019","2","0","1267","6","0"
"2019","2","1","1153","7","0"
"2019","2","0","457","3","0"
"2019","2","1","388","5","0"
"2019","2","0","343","3","0"
"2019","2","1","322","5","0"
"2019","2","0","576","10","0"
"2019","2","1","512","10","0"
"2019","2","0","641","2","0"
"2019","2","1","657","2","0"
"2019","2","2","536","0","0"
"2019","2","0","232","0","0"
"2019","2","1","304","0","0"
"2019","2","2","779","20","0"
"2019","2","0","406","13","0"
"2019","2","1","373","7","0"
"2019","2","2","261","9","0"
"2019","2","0","142","5","0"
"2019","2","1","119","4","0"
"2019","2","2","1165","8","0"
"2019","2","0","600","4","0"
"2019","2","1","565","4","0"
"2019","2","0","235","9","0"
"2019","2","1","231","6","0"
"2019","2","0","528","14","0"
"2019","2","1","589","12","0"
"2019","2","0","265","10","0"
"2019","2","1","253","9","0"
"2019","2","0","485","3","0"
"2019","2","0","5038","12","3"
"2019","2","1","4981","12","1"
"2019","2","1","453","2","0"
"2019","2","0","1010","4","0"
"2019","2","1","1102","0","0"
"2019","2","0","2299","0","0"
"2019","2","1","3603","0","0"
"2019","2","0","1977","3","0"
"2019","2","1","1926","4","0"
"2019","2","0","1197","16","1"
"2019","2","1","1038","17","1"
"2019","2","0","2672","15","0"
"2019","2","0","485","7","0"
"2019","2","1","425","9","0"
"2019","2","0","1392","6","0"
"2019","2","1","1273","4","0"
"2019","2","0","0","3980","0"
"2019","2","0","348","23","0"
"2019","2","1","262","24","0"
"2019","2","0","610","13","0"
"2019","2","1","726","12","0"
"2019","2","0","1823","18","0"
"2019","2","1","2159","16","0"
"2019","2","0","639","8","0"
"2019","2","1","0","616","0"
"2019","2","0","538","14","0"
"2019","2","1","648","11","0"
"2019","2","0","440","4","0"
"2019","2","1","443","2","0"
"2019","2","0","0","1162","0"
"2019","2","1","1160","23","0"
"2019","2","0","161","4","0"
"2019","2","1","179","4","0"
"2019","2","0","1985","15","1"
"2019","2","1","2088","16","0"
"2019","2","0","2875","18","0"
"2019","2","1","3566","26","0"
"2019","2","0","1580","10","0"
"2019","2","1","2124","12","2"
"2019","2","0","1219","2","0"
"2019","2","0","2111","15","0"
"2019","2","0","2895","10","0"
"2019","2","1","3504","12","0"
"2019","2","0","2592","21","0"
"2019","2","1","2643","21","0"
"2019","2","0","4330","21","0"
"2019","2","1","4301","35","0"
"2019","2","0","3513","13","0"
"2019","2","0","5930","27","0"
"2019","2","1","6462","23","0"
"2019","2","0","1807","13","0"
"2019","2","0","1438","12","0"
"2019","2","0","9115","31","0"
"2019","2","1","11494","37","0"
"2019","2","0","10913","90","0"
"2019","2","0","3937","28","0"
"2019","2","1","6900","46","0"
"2019","2","0","0","2","0"
"2019","2","1","0","3","0"
"2019","2","0","3693","14","0"
"2019","2","0","852","5","0"
"2019","2","0","905","20","0"
"2019","2","0","907","6","0"
"2019","2","1","2815","36","0"
"2019","2","0","1500","8","0"
"2019","2","0","4655","42","0"
"2019","2","1","4836","30","0"
"2019","2","0","1805","4","0"
"2019","2","0","2704","12","0"
"2019","2","1","2721","9","0"
"2019","2","0","3898","34","0"
"2019","2","1","3754","31","0"
"2019","2","0","894","9","0"
"2019","2","1","921","11","0"
"2019","2","0","289","3","0"
"2019","2","1","350","2","0"
"2019","2","0","239","6","0"
"2019","2","1","185","5","0"
"2019","2","0","451","8","0"
"2019","2","1","472","9","0"
"2019","2","0","684","2","0"
"2019","2","1","646","1","0"
"2019","2","2","587","0","0"
"2019","2","0","318","0","0"
"2019","2","1","269","0","0"
"2019","2","2","857","25","0"
"2019","2","0","453","10","0"
"2019","2","1","404","15","0"
"2019","2","2","301","14","0"
"2019","2","0","157","6","0"
"2019","2","1","144","8","0"
"2019","2","2","1406","13","0"
"2019","2","0","690","6","0"
"2019","2","1","716","7","0"
"2019","2","0","236","4","0"
"2019","2","1","228","5","0"
"2019","2","0","687","11","0"
"2019","2","1","496","12","0"
"2019","2","0","239","13","0"
"2019","2","1","213","12","0"
"2019","2","0","397","2","0"
"2019","2","0","4129","46","0"
"2019","2","1","4110","41","0"
"2019","2","1","464","1","0"
"2019","2","0","701","7","0"
"2019","2","1","773","7","0"
"2019","2","0","1432","5","0"
"2019","2","1","1957","2","0"
"2019","2","0","1921","3","0"
"2019","2","1","1848","1","1"
"2019","2","0","1170","9","0"
"2019","2","1","1122","1","0"
"2019","2","0","2936","31","0"
"2019","2","0","365","16","0"
"2019","2","1","414","13","0"
"2019","2","0","1401","12","0"
"2019","2","1","1392","14","0"
"2019","2","0","0","4085","0"
"2019","2","0","344","22","0"
"2019","2","1","344","19","0"
"2019","2","0","577","14","0"
"2019","2","1","565","16","0"
"2019","2","0","1781","12","0"
"2019","2","1","1822","14","0"
"2019","2","0","529","15","0"
