anio,mes,sentido,total_veh_pagan,total_veh_exon,total_veh_eva
"2019","4","0","972","0","0"
"2019","4","1","892","0","0"
"2019","4","0","404","2","0"
"2019","4","1","313","2","0"
"2019","4","0","1622","5","0"
"2019","4","1","1534","0","0"
"2019","4","0","945","2","1"
"2019","4","1","878","2","0"
"2019","4","0","2490","34","0"
"2019","4","1","2498","27","0"
"2019","4","0","409","16","0"
"2019","4","1","410","18","0"
"2019","4","0","1471","18","0"
"2019","4","1","1510","16","0"
"2019","4","0","0","4307","0"
"2019","4","0","356","29","0"
"2019","4","1","340","32","0"
"2019","4","0","602","15","0"
"2019","4","1","679","17","0"
"2019","4","0","2002","18","0"
"2019","4","1","1860","18","0"
"2019","4","0","533","7","0"
"2019","4","1","0","579","0"
"2019","4","0","552","7","0"
"2019","4","1","515","8","0"
"2019","4","0","669","8","0"
"2019","4","1","585","9","0"
"2019","4","0","0","1070","0"
"2019","4","1","1094","22","0"
"2019","4","0","162","6","0"
"2019","4","1","175","3","0"
"2019","4","0","1870","16","0"
"2019","4","1","1806","19","0"
"2019","4","0","3242","31","0"
"2019","4","1","3058","31","0"
"2019","4","0","1534","14","0"
"2019","4","1","1675","10","1"
"2019","4","0","982","5","0"
"2019","4","0","1545","16","0"
"2019","4","0","1825","5","0"
"2019","4","1","1937","5","0"
"2019","4","0","1535","19","0"
"2019","4","1","1802","19","0"
"2019","4","0","3521","17","0"
"2019","4","1","3809","31","0"
"2019","4","0","2320","22","0"
"2019","4","1","0","0","0"
"2019","4","0","4034","41","0"
"2019","4","1","4038","39","0"
"2019","4","0","2230","27","0"
"2019","4","1","2173","25","0"
"2019","4","0","4483","25","0"
"2019","4","1","4535","27","0"
"2019","4","0","5745","44","0"
"2019","4","0","2792","43","0"
"2019","4","1","3539","33","0"
"2019","4","0","932","10","0"
"2019","4","0","578","2","0"
"2019","4","0","676","18","0"
"2019","4","0","779","22","0"
"2019","4","0","1201","9","0"
"2019","4","0","4137","49","0"
"2019","4","1","4185","33","0"
"2019","4","0","1406","5","0"
"2019","4","0","2319","8","0"
"2019","4","1","2351","7","0"
"2019","4","0","3354","20","0"
"2019","4","1","3323","21","0"
"2019","4","0","710","10","0"
"2019","4","1","694","3","0"
"2019","4","0","297","3","0"
"2019","4","1","350","4","0"
"2019","4","0","180","1","0"
"2019","4","1","257","1","0"
"2019","4","0","351","7","0"
"2019","4","1","442","8","0"
"2019","4","0","851","7","0"
"2019","4","1","864","5","0"
"2019","4","2","453","0","0"
"2019","4","0","168","0","0"
"2019","4","1","285","0","0"
"2019","4","2","701","18","0"
"2019","4","0","329","11","0"
"2019","4","1","372","7","0"
"2019","4","2","279","8","0"
"2019","4","0","126","5","0"
"2019","4","1","153","3","0"
"2019","4","2","1123","27","0"
"2019","4","0","532","12","0"
"2019","4","1","591","15","0"
"2019","4","0","198","10","0"
"2019","4","1","173","16","0"
"2019","4","0","246","6","0"
"2019","4","1","235","7","0"
"2019","4","0","2943","22","0"
"2019","4","1","2992","26","1"
"2019","4","0","565","7","0"
"2019","4","1","566","4","0"
"2019","4","0","836","3","0"
"2019","4","1","857","1","0"
"2019","4","0","343","8","0"
"2019","4","1","354","6","0"
"2019","4","0","1679","5","0"
"2019","4","1","1547","2","0"
"2019","4","0","958","8","0"
"2019","4","1","930","5","0"
"2019","4","0","2534","39","0"
"2019","4","1","2407","31","0"
"2019","4","0","304","15","0"
"2019","4","1","327","14","0"
"2019","4","0","1157","10","0"
"2019","4","1","1189","11","0"
"2019","4","0","0","3657","0"
"2019","4","0","290","16","0"
"2019","4","1","281","17","0"
"2019","4","0","525","12","0"
"2019","4","1","458","9","0"
"2019","4","0","1673","14","0"
"2019","4","1","1677","12","0"
"2019","4","0","488","9","0"
"2019","4","1","0","471","0"
"2019","4","0","458","11","0"
"2019","4","1","492","9","0"
"2019","4","0","503","6","0"
"2019","4","1","532","6","0"
"2019","4","0","0","1013","0"
"2019","4","1","829","12","0"
"2019","4","0","158","1","0"
"2019","4","1","134","1","0"
"2019","4","0","2146","26","0"
"2019","4","1","1877","25","0"
"2019","4","0","3402","26","0"
"2019","4","1","2754","22","0"
"2019","4","0","1625","11","0"
"2019","4","1","1492","8","0"
"2019","4","0","1030","3","0"
"2019","4","0","1405","21","0"
"2019","4","0","2208","9","0"
"2019","4","1","2217","5","0"
"2019","4","0","2067","21","0"
"2019","4","1","2090","18","0"
"2019","4","0","3733","13","0"
"2019","4","1","3910","31","0"
"2019","4","0","2805","30","0"
"2019","4","1","0","0","0"
"2019","4","0","4464","40","0"
"2019","4","1","4288","31","0"
"2019","4","0","2570","26","0"
"2019","4","1","2528","27","0"
"2019","4","0","4278","41","0"
"2019","4","1","3963","34","0"
"2019","4","0","6305","66","0"
"2019","4","0","3254","41","0"
"2019","4","1","3580","34","0"
"2019","4","0","1029","10","0"
"2019","4","0","587","5","0"
"2019","4","0","687","17","0"
"2019","4","0","795","22","0"
"2019","4","0","1263","14","0"
"2019","4","0","4207","44","0"
"2019","4","1","4116","32","0"
"2019","4","0","1459","7","0"
"2019","4","0","2353","16","0"
"2019","4","1","2166","12","0"
"2019","4","0","3437","24","0"
"2019","4","1","3455","23","0"
"2019","4","0","623","7","0"
"2019","4","1","731","11","0"
"2019","4","0","366","4","0"
"2019","4","1","315","3","0"
"2019","4","0","283","3","0"
"2019","4","1","207","3","0"
"2019","4","0","336","10","0"
"2019","4","1","262","11","0"
"2019","4","0","943","4","0"
"2019","4","1","888","6","0"
"2019","4","2","688","0","0"
"2019","4","0","395","0","0"
"2019","4","1","293","0","0"
"2019","4","2","787","11","0"
"2019","4","0","397","4","0"
"2019","4","1","390","7","0"
"2019","4","2","292","8","0"
"2019","4","0","147","4","0"
"2019","4","1","145","4","0"
"2019","4","2","1183","25","0"
"2019","4","0","634","14","0"
"2019","4","1","549","11","0"
"2019","4","0","239","10","0"
"2019","4","1","258","8","0"
"2019","4","0","369","5","0"
"2019","4","1","325","4","0"
"2019","4","0","3141","0","1"
"2019","4","1","3011","30","0"
"2019","4","0","573","8","0"
"2019","4","1","589","5","0"
"2019","4","0","812","0","0"
"2019","4","1","776","0","0"
"2019","4","0","326","5","0"
"2019","4","1","358","6","0"
"2019","4","0","1601","1","0"
"2019","4","1","1521","3","0"
"2019","4","0","933","5","0"
"2019","4","1","875","6","0"
"2019","4","0","2328","36","0"
"2019","4","1","2308","35","0"
"2019","4","0","350","16","0"
"2019","4","1","354","16","0"
"2019","4","0","1156","11","0"
"2019","4","1","1170","12","0"
"2019","4","0","0","3298","0"
"2019","4","0","280","23","0"
"2019","4","1","280","20","0"
"2019","4","0","489","12","0"
"2019","4","1","493","12","0"
"2019","4","0","1615","9","0"
"2019","4","1","1599","9","0"
"2019","4","0","471","13","0"
"2019","4","1","0","513","0"
"2019","4","0","490","8","0"
"2019","4","1","455","8","0"
"2019","4","0","484","4","0"
"2019","4","1","499","3","0"
"2019","4","0","0","916","0"
"2019","4","1","910","10","0"
"2019","4","0","127","4","0"
"2019","4","1","108","3","0"
"2019","4","0","2077","20","0"
"2019","4","1","1914","17","0"
"2019","4","0","3250","20","0"
"2019","4","1","3057","22","0"
"2019","4","0","1587","8","0"
"2019","4","1","1545","12","0"
"2019","4","0","974","2","0"
"2019","4","0","1329","16","0"
"2019","4","0","2304","15","0"
"2019","4","1","2222","10","0"
"2019","4","0","2145","20","0"
"2019","4","1","2149","15","0"
"2019","4","0","3754","16","0"
"2019","4","1","3631","39","0"
"2019","4","0","2913","32","0"
"2019","4","1","0","0","0"
"2019","4","0","4624","38","0"
"2019","4","1","4557","30","0"
"2019","4","0","2663","18","0"
"2019","4","1","2564","18","0"
"2019","4","0","4283","33","0"
"2019","4","1","4164","25","0"
"2019","4","0","6069","52","0"
"2019","4","0","3283","58","0"
"2019","4","1","3791","31","0"
"2019","4","0","1193","7","0"
"2019","4","0","638","5","0"
"2019","4","0","708","16","0"
"2019","4","0","874","20","0"
"2019","4","0","1332","6","0"
"2019","4","0","4285","44","0"
"2019","4","1","4228","43","0"
"2019","4","0","1625","3","0"
"2019","4","0","2405","14","0"
"2019","4","1","2362","14","0"
"2019","4","0","3477","22","0"
"2019","4","1","3438","20","0"
"2019","4","0","834","6","0"
"2019","4","1","758","5","0"
"2019","4","0","430","3","0"
"2019","4","1","321","3","0"
"2019","4","0","318","1","0"
"2019","4","1","265","1","0"
"2019","4","0","476","8","0"
"2019","4","1","516","10","0"
"2019","4","0","916","3","0"
"2019","4","1","928","1","0"
"2019","4","2","548","0","0"
"2019","4","0","273","0","0"
"2019","4","1","275","0","0"
"2019","4","2","793","20","0"
"2019","4","0","399","11","0"
"2019","4","1","394","9","0"
"2019","4","2","277","6","0"
"2019","4","0","155","3","0"
"2019","4","1","122","3","0"
"2019","4","2","1149","12","0"
"2019","4","0","568","4","0"
"2019","4","1","581","8","0"
"2019","4","0","211","14","0"
"2019","4","1","214","12","0"
"2019","4","0","285","5","0"
"2019","4","1","301","5","0"
"2019","4","0","3411","3","0"
"2019","4","1","3221","36","0"
"2019","4","0","600","6","0"
"2019","4","1","592","4","0"
"2019","4","0","762","1","0"
"2019","4","1","819","0","0"
"2019","4","0","326","5","0"
"2019","4","1","400","9","0"
"2019","4","0","1731","7","0"
"2019","4","1","1644","3","0"
"2019","4","0","989","5","0"
"2019","4","1","936","9","0"
"2019","4","0","2395","38","0"
"2019","4","1","2661","31","0"
"2019","4","0","397","18","0"
"2019","4","1","350","16","0"
"2019","4","0","1327","9","0"
"2019","4","1","1236","11","0"
"2019","4","0","0","3593","0"
"2019","4","0","368","20","0"
"2019","4","1","269","18","0"
"2019","4","0","566","14","0"
"2019","4","1","574","9","0"
"2019","4","0","1726","10","0"
"2019","4","1","1729","11","0"
"2019","4","0","553","11","0"
"2019","4","1","0","517","0"
"2019","4","0","560","11","0"
"2019","4","1","525","7","0"
"2019","4","0","478","11","0"
"2019","4","1","519","12","0"
"2019","4","0","0","1065","0"
"2019","4","1","928","13","0"
"2019","4","0","131","6","0"
"2019","4","1","158","3","0"
"2019","4","0","2119","13","0"
"2019","4","1","2331","15","0"
"2019","4","0","3195","21","0"
"2019","4","1","3316","26","0"
"2019","4","0","1780","15","1"
"2019","4","1","1670","12","0"
"2019","4","0","1019","5","0"
"2019","4","0","1401","24","0"
"2019","4","0","2402","15","0"
"2019","4","1","2341","12","0"
"2019","4","0","2314","23","0"
"2019","4","1","2190","20","0"
"2019","4","0","3975","10","0"
"2019","4","1","3971","29","0"
"2019","4","0","3029","28","0"
"2019","4","1","0","0","0"
"2019","4","0","4599","40","0"
"2019","4","1","4552","43","0"
"2019","4","0","2780","19","0"
"2019","4","1","2737","24","0"
"2019","4","0","4343","45","0"
"2019","4","1","4386","36","0"
"2019","4","0","6736","61","0"
"2019","4","0","3240","51","0"
"2019","4","1","4042","43","0"
"2019","4","0","1294","11","0"
"2019","4","0","549","5","0"
"2019","4","0","652","17","0"
"2019","4","0","868","21","0"
"2019","4","0","1333","8","0"
"2019","4","0","4468","46","0"
"2019","4","1","4553","38","0"
"2019","4","0","1599","8","0"
"2019","4","0","2643","10","0"
"2019","4","1","2702","11","0"
"2019","4","0","3695","27","0"
"2019","4","1","3733","24","0"
"2019","4","0","973","7","0"
"2019","4","1","835","6","0"
"2019","4","0","358","8","0"
"2019","4","1","339","6","0"
"2019","4","0","292","4","0"
"2019","4","1","268","2","0"
"2019","4","0","608","7","0"
"2019","4","1","518","4","0"
"2019","4","0","933","5","0"
"2019","4","1","953","6","0"
"2019","4","2","580","0","0"
"2019","4","0","299","0","0"
"2019","4","1","281","0","0"
"2019","4","2","800","27","0"
"2019","4","0","386","12","0"
"2019","4","1","414","15","0"
"2019","4","2","290","19","0"
"2019","4","0","134","9","0"
"2019","4","1","156","10","0"
"2019","4","2","1126","17","0"
"2019","4","0","567","11","0"
"2019","4","1","559","6","0"
"2019","4","0","284","12","0"
"2019","4","1","275","11","0"
"2019","4","0","319","16","0"
"2019","4","1","299","17","0"
"2019","4","0","3776","6","1"
"2019","4","1","3472","24","0"
"2019","4","0","735","8","0"
"2019","4","1","682","7","0"
"2019","4","0","912","2","0"
"2019","4","1","847","3","0"
"2019","4","0","377","8","0"
"2019","4","1","474","4","0"
"2019","4","0","1847","1","0"
"2019","4","1","1967","0","0"
"2019","4","0","1076","8","0"
"2019","4","1","1157","4","0"
"2019","4","0","2618","38","0"
"2019","4","1","2853","37","0"
"2019","4","0","400","13","0"
"2019","4","1","375","16","0"
"2019","4","0","1484","11","0"
"2019","4","1","1371","10","0"
"2019","4","0","0","3969","0"
"2019","4","0","340","23","0"
"2019","4","1","282","24","0"
"2019","4","0","563","10","0"
"2019","4","1","635","13","0"
"2019","4","0","1764","13","0"
"2019","4","1","1771","14","0"
"2019","4","0","522","13","0"
"2019","4","1","0","541","0"
"2019","4","0","519","4","0"
"2019","4","1","576","8","0"
"2019","4","0","542","8","0"
"2019","4","1","600","6","0"
"2019","4","0","0","1056","0"
"2019","4","1","1097","16","0"
"2019","4","0","176","4","0"
"2019","4","1","179","3","0"
"2019","4","0","2121","16","0"
"2019","4","1","2452","17","0"
"2019","4","0","3615","28","0"
"2019","4","1","3700","26","0"
"2019","4","0","2191","9","0"
"2019","4","1","1805","10","0"
"2019","4","0","1136","3","0"
"2019","4","0","1399","24","0"
"2019","4","0","2360","9","0"
"2019","4","1","2327","8","0"
"2019","4","0","2235","20","0"
"2019","4","1","2164","17","0"
"2019","4","0","4220","14","0"
"2019","4","1","4068","41","0"
"2019","4","0","3053","30","0"
"2019","4","1","0","0","0"
"2019","4","0","4662","49","0"
"2019","4","1","4767","52","0"
"2019","4","0","2502","27","0"
"2019","4","1","2589","28","0"
"2019","4","0","4808","46","0"
"2019","4","1","4712","48","0"
"2019","4","0","11525","79","0"
"2019","4","0","3729","42","0"
"2019","4","1","4388","53","0"
"2019","4","0","1355","6","0"
"2019","4","0","642","8","0"
"2019","4","0","719","20","0"
"2019","4","0","1059","23","0"
"2019","4","0","1261","13","0"
"2019","4","0","4692","46","0"
"2019","4","1","4596","37","0"
"2019","4","0","1398","5","0"
"2019","4","0","2462","4","0"
"2019","4","1","2534","3","0"
"2019","4","0","3548","20","0"
"2019","4","1","3673","18","0"
"2019","4","0","991","5","0"
"2019","4","1","1114","3","0"
"2019","4","0","388","6","0"
"2019","4","1","350","6","0"
"2019","4","0","264","1","0"
"2019","4","1","238","0","0"
"2019","4","0","510","8","0"
"2019","4","1","561","7","0"
"2019","4","0","877","1","0"
"2019","4","1","917","0","0"
"2019","4","2","537","0","0"
"2019","4","0","260","0","0"
"2019","4","1","277","0","0"
"2019","4","2","815","28","0"
"2019","4","0","427","16","0"
"2019","4","1","388","12","0"
"2019","4","2","278","6","0"
"2019","4","0","146","4","0"
"2019","4","1","132","2","0"
"2019","4","2","1137","18","0"
"2019","4","0","553","8","0"
"2019","4","1","584","10","0"
"2019","4","0","215","11","0"
"2019","4","1","223","11","0"
"2019","4","0","266","5","0"
"2019","4","1","252","6","0"
"2019","4","0","3507","0","0"
"2019","4","1","3459","31","0"
"2019","4","0","735","8","0"
"2019","4","1","681","3","0"
"2019","4","0","992","1","0"
"2019","4","1","883","1","0"
"2019","4","0","429","5","0"
"2019","4","1","353","6","0"
"2019","4","0","1818","6","0"
"2019","4","1","1862","4","0"
"2019","4","0","1130","5","0"
"2019","4","1","1113","6","0"
"2019","4","0","2553","26","0"
"2019","4","1","2692","18","0"
"2019","4","0","353","15","0"
"2019","4","1","364","15","0"
"2019","4","0","1219","7","0"
"2019","4","1","1294","8","0"
"2019","4","0","0","3790","0"
"2019","4","0","297","18","0"
"2019","4","1","262","18","0"
"2019","4","0","541","11","0"
"2019","4","1","498","15","0"
"2019","4","0","1617","12","0"
"2019","4","1","1575","12","0"
"2019","4","0","495","7","0"
"2019","4","1","0","491","0"
"2019","4","0","492","8","0"
"2019","4","1","453","10","0"
"2019","4","0","517","1","0"
"2019","4","1","457","3","0"
"2019","4","0","0","1134","0"
"2019","4","1","1078","20","0"
"2019","4","0","132","3","0"
"2019","4","1","115","2","0"
"2019","4","0","2086","17","1"
"2019","4","1","1773","20","0"
"2019","4","0","3243","20","0"
"2019","4","1","2940","22","2"
"2019","4","0","1793","6","1"
"2019","4","1","1459","7","1"
"2019","4","0","1095","4","0"
"2019","4","0","1733","20","0"
"2019","4","0","2603","6","0"
"2019","4","1","2156","7","0"
"2019","4","0","2354","16","0"
"2019","4","1","1898","19","0"
"2019","4","0","4266","10","0"
"2019","4","1","3917","24","0"
"2019","4","0","3141","16","0"
"2019","4","1","2640","18","0"
"2019","4","0","5400","34","0"
"2019","4","1","4476","42","0"
"2019","4","0","2368","16","0"
"2019","4","1","2251","20","0"
"2019","4","0","6597","31","0"
"2019","4","1","5368","28","0"
"2019","4","0","11894","82","0"
"2019","4","0","3831","37","0"
"2019","4","1","3896","39","0"
"2019","4","0","1214","10","0"
"2019","4","0","576","3","0"
"2019","4","0","668","15","0"
"2019","4","0","1073","11","0"
"2019","4","0","996","11","0"
"2019","4","0","3836","32","0"
"2019","4","1","4066","36","0"
"2019","4","0","1266","4","0"
"2019","4","0","2272","12","0"
"2019","4","1","2096","15","0"
"2019","4","0","2683","17","0"
"2019","4","1","2677","21","0"
"2019","4","0","1045","7","0"
"2019","4","1","985","10","0"
"2019","4","0","382","11","0"
"2019","4","1","377","8","0"
"2019","4","0","317","2","0"
"2019","4","1","325","2","0"
"2019","4","0","615","5","0"
"2019","4","1","542","6","0"
"2019","4","0","740","1","0"
"2019","4","1","749","1","0"
"2019","4","2","528","0","0"
"2019","4","0","240","0","0"
"2019","4","1","288","0","0"
"2019","4","2","773","20","0"
"2019","4","0","386","9","0"
"2019","4","1","387","11","0"
"2019","4","2","259","9","0"
"2019","4","0","122","4","0"
"2019","4","1","137","5","0"
"2019","4","2","1073","18","0"
"2019","4","0","564","9","0"
"2019","4","1","509","9","0"
"2019","4","0","229","10","0"
"2019","4","1","240","12","0"
"2019","4","0","255","11","0"
"2019","4","1","282","10","0"
"2019","4","0","3368","0","0"
"2019","4","1","3261","22","1"
"2019","4","0","534","3","0"
"2019","4","1","545","2","0"
"2019","4","0","691","0","0"
"2019","4","1","793","0","0"
"2019","4","0","383","4","0"
"2019","4","1","384","4","0"
"2019","4","0","1910","1","0"
"2019","4","1","1873","1","0"
"2019","4","0","1173","4","0"
"2019","4","1","1051","4","1"
"2019","4","0","2192","22","0"
"2019","4","1","2770","17","0"
"2019","4","0","407","20","0"
"2019","4","1","404","17","0"
"2019","4","0","1306","6","0"
"2019","4","1","1214","5","0"
"2019","4","0","0","3355","0"
"2019","4","0","300","18","0"
"2019","4","1","227","18","0"
"2019","4","0","503","12","0"
"2019","4","1","621","9","0"
"2019","4","0","1285","8","0"
"2019","4","1","1314","6","0"
"2019","4","0","530","4","0"
"2019","4","1","0","522","0"
"2019","4","0","464","7","0"
"2019","4","1","568","5","0"
"2019","4","0","466","3","0"
"2019","4","1","422","3","0"
"2019","4","0","0","1104","0"
"2019","4","1","1073","13","0"
"2019","4","0","140","2","0"
"2019","4","1","142","2","0"
"2019","4","0","1898","21","0"
"2019","4","1","1903","18","0"
"2019","4","0","2760","28","0"
"2019","4","1","3339","24","1"
"2019","4","0","1475","11","2"
"2019","4","1","2023","6","0"
"2019","4","0","1046","3","0"
"2019","4","0","1845","14","0"
"2019","4","0","1949","7","0"
"2019","4","1","2201","8","0"
"2019","4","0","1928","20","0"
"2019","4","1","2034","22","0"
"2019","4","0","3684","7","0"
"2019","4","1","3548","30","0"
"2019","4","0","2653","15","0"
"2019","4","1","2598","14","0"
"2019","4","0","3952","33","0"
"2019","4","1","4781","40","0"
"2019","4","0","1429","20","0"
"2019","4","1","1702","19","0"
"2019","4","0","6077","27","0"
"2019","4","1","7229","28","0"
"2019","4","0","6879","75","0"
"2019","4","0","2742","32","0"
"2019","4","1","5166","49","0"
"2019","4","0","1472","9","0"
"2019","4","0","662","3","0"
"2019","4","0","718","13","0"
"2019","4","0","809","14","0"
"2019","4","0","1189","11","0"
"2019","4","0","3979","54","0"
"2019","4","1","3958","46","0"
"2019","4","0","1549","3","0"
"2019","4","0","2204","12","0"
"2019","4","1","2212","12","0"
"2019","4","0","3503","26","0"
"2019","4","1","3386","21","0"
"2019","4","0","865","7","0"
"2019","4","1","892","11","0"
"2019","4","0","278","6","0"
"2019","4","1","317","12","0"
"2019","4","0","200","0","0"
"2019","4","1","201","3","0"
"2019","4","0","441","6","0"
"2019","4","1","505","9","0"
"2019","4","0","799","1","0"
"2019","4","1","743","3","0"
"2019","4","2","538","0","0"
"2019","4","0","284","0","0"
"2019","4","1","254","0","0"
"2019","4","2","806","13","0"
"2019","4","0","412","8","0"
"2019","4","1","394","5","0"
"2019","4","2","268","13","0"
"2019","4","0","140","7","0"
"2019","4","1","128","6","0"
"2019","4","2","1133","21","0"
"2019","4","0","539","9","0"
"2019","4","1","594","12","0"
"2019","4","0","218","15","0"
"2019","4","1","211","14","0"
"2019","4","0","284","7","0"
"2019","4","1","293","7","0"
"2019","4","0","3568","0","0"
"2019","4","1","4254","29","0"
"2019","4","0","650","6","0"
"2019","4","1","700","3","0"
"2019","4","0","844","0","0"
"2019","4","1","772","0","0"
"2019","4","0","394","5","0"
"2019","4","1","343","7","0"
"2019","4","0","1662","5","0"
"2019","4","1","1606","4","0"
"2019","4","0","957","5","0"
"2019","4","1","934","7","0"
"2019","4","0","2577","33","0"
"2019","4","1","2465","27","0"
"2019","4","0","284","17","0"
"2019","4","1","311","19","0"
"2019","4","0","1214","10","0"
"2019","4","1","1244","10","0"
"2019","4","0","0","3545","0"
"2019","4","0","322","22","0"
"2019","4","1","294","20","0"
"2019","4","0","512","20","0"
"2019","4","1","453","19","0"
"2019","4","0","1581","18","0"
"2019","4","1","1616","17","0"
"2019","4","0","431","14","0"
"2019","4","1","0","458","0"
"2019","4","0","455","8","0"
"2019","4","1","427","10","0"
"2019","4","0","519","1","0"
"2019","4","1","496","2","0"
"2019","4","0","0","923","0"
"2019","4","1","881","18","0"
"2019","4","0","157","6","0"
"2019","4","1","183","6","0"
"2019","4","0","1854","19","0"
"2019","4","1","2066","22","0"
"2019","4","0","3274","24","0"
"2019","4","1","3069","27","1"
"2019","4","0","1591","9","1"
"2019","4","1","1637","12","1"
"2019","4","0","992","2","0"
"2019","4","0","1591","17","0"
"2019","4","0","1727","9","0"
"2019","4","1","1903","13","0"
"2019","4","0","1468","23","0"
"2019","4","1","1800","25","0"
"2019","4","0","3317","11","0"
"2019","4","1","3781","27","0"
"2019","4","0","2204","21","0"
"2019","4","1","2573","22","0"
"2019","4","0","4014","31","0"
"2019","4","1","4094","45","0"
"2019","4","0","2310","16","0"
"2019","4","1","2276","20","0"
"2019","4","0","4447","34","0"
"2019","4","1","4476","36","0"
"2019","4","0","5806","68","0"
"2019","4","0","2860","33","0"
"2019","4","1","3518","62","0"
"2019","4","0","0","21","0"
"2019","4","1","0","17","0"
"2019","4","0","970","10","0"
"2019","4","0","627","3","0"
"2019","4","0","705","14","0"
"2019","4","0","824","28","0"
"2019","4","0","1230","7","0"
"2019","4","0","4111","38","0"
"2019","4","1","4129","33","0"
"2019","4","0","1493","4","0"
"2019","4","0","2318","3","0"
"2019","4","1","2314","7","0"
"2019","4","0","3376","25","0"
"2019","4","1","3318","18","0"
"2019","4","0","710","10","0"
"2019","4","1","767","7","0"
"2019","4","0","320","6","0"
"2019","4","1","351","5","0"
"2019","4","0","244","2","0"
"2019","4","1","270","2","0"
"2019","4","0","453","6","0"
"2019","4","1","484","5","0"
"2019","4","0","853","4","0"
"2019","4","1","836","2","0"
"2019","4","2","556","0","0"
"2019","4","0","308","0","0"
"2019","4","1","248","0","0"
"2019","4","2","795","26","0"
"2019","4","0","397","11","0"
"2019","4","1","398","15","0"
"2019","4","2","284","15","0"
"2019","4","0","143","7","0"
"2019","4","1","141","8","0"
"2019","4","2","1245","14","0"
"2019","4","0","628","9","0"
"2019","4","1","617","5","0"
"2019","4","0","205","7","0"
"2019","4","1","200","8","0"
"2019","4","0","306","15","0"
"2019","4","1","297","15","0"
"2019","4","0","2972","36","0"
"2019","4","1","3020","44","0"
"2019","4","0","581","3","0"
"2019","4","1","631","2","0"
"2019","4","0","873","2","0"
"2019","4","1","853","1","0"
"2019","4","0","382","6","0"
"2019","4","1","371","6","0"
"2019","4","0","1797","1","0"
"2019","4","1","1565","1","0"
"2019","4","0","938","6","0"
"2019","4","1","898","6","0"
"2019","4","0","2535","33","0"
"2019","4","1","2396","25","0"
"2019","4","0","330","16","0"
"2019","4","1","335","16","0"
"2019","4","0","1231","13","0"
"2019","4","1","1313","13","0"
"2019","4","0","0","3639","0"
"2019","4","0","280","38","0"
"2019","4","1","286","39","0"
"2019","4","0","582","14","0"
"2019","4","1","478","12","0"
"2019","4","0","1546","11","0"
"2019","4","1","1584","11","0"
"2019","4","0","489","9","0"
"2019","4","1","0","481","0"
"2019","4","0","541","14","0"
"2019","4","1","453","11","0"
"2019","4","0","477","5","0"
"2019","4","1","486","3","0"
"2019","4","0","0","1012","0"
"2019","4","1","957","14","0"
"2019","4","0","183","6","0"
"2019","4","1","136","4","0"
"2019","4","0","2063","16","1"
"2019","4","1","2124","16","0"
"2019","4","0","3319","33","0"
"2019","4","1","3107","30","1"
"2019","4","0","1657","16","1"
"2019","4","1","1513","14","0"
"2019","4","0","902","3","0"
"2019","4","0","1378","14","0"
"2019","4","0","2118","12","0"
"2019","4","1","2114","9","0"
"2019","4","0","1979","25","0"
"2019","4","1","1968","20","0"
"2019","4","0","3826","12","0"
"2019","4","1","3851","32","0"
"2019","4","0","2789","29","0"
"2019","4","1","2769","24","0"
"2019","4","0","4383","41","0"
"2019","4","1","4153","40","0"
"2019","4","0","2677","36","0"
"2019","4","1","2523","25","0"
"2019","4","0","4268","40","0"
"2019","4","1","3982","45","0"
"2019","4","0","6189","69","0"
"2019","4","0","3301","51","0"
"2019","4","1","3695","57","0"
"2019","4","0","0","7","0"
"2019","4","1","0","6","0"
"2019","4","0","1020","11","0"
"2019","4","0","607","2","0"
"2019","4","0","681","12","0"
"2019","4","0","839","14","0"
"2019","4","0","1323","18","0"
"2019","4","0","4199","58","0"
"2019","4","1","4223","45","0"
"2019","4","0","1478","12","0"
"2019","4","0","2315","6","0"
"2019","4","1","2330","7","0"
"2019","4","0","3538","32","0"
"2019","4","1","3511","24","0"
"2019","4","0","755","4","0"
"2019","4","1","789","5","0"
"2019","4","0","429","5","0"
"2019","4","1","323","6","0"
"2019","4","0","337","1","0"
"2019","4","1","245","2","0"
"2019","4","0","514","7","0"
"2019","4","1","481","6","0"
"2019","4","0","664","4","0"
"2019","4","1","658","5","0"
"2019","4","2","621","0","0"
"2019","4","0","329","0","0"
"2019","4","1","292","0","0"
"2019","4","2","861","17","0"
"2019","4","0","434","11","0"
"2019","4","1","427","6","0"
"2019","4","2","295","8","0"
"2019","4","0","140","3","0"
"2019","4","1","155","5","0"
"2019","4","2","1175","17","0"
"2019","4","0","596","7","0"
"2019","4","1","579","10","0"
"2019","4","0","194","9","0"
"2019","4","1","219","9","0"
"2019","4","0","271","13","0"
"2019","4","1","295","11","0"
"2019","4","0","3171","0","0"
"2019","4","1","3079","40","0"
"2019","4","0","643","8","0"
"2019","4","1","612","4","0"
"2019","4","0","810","0","0"
"2019","4","1","761","0","0"
"2019","4","0","375","2","0"
"2019","4","1","457","4","0"
"2019","4","0","1745","4","0"
"2019","4","1","1565","2","0"
"2019","4","0","1013","2","0"
"2019","4","1","927","4","0"
"2019","4","0","2394","30","0"
"2019","4","1","2397","24","0"
"2019","4","0","361","17","0"
"2019","4","1","343","21","0"
"2019","4","0","1251","7","0"
"2019","4","1","1205","9","0"
"2019","4","0","0","3541","0"
"2019","4","0","308","23","0"
